XA_ALIAS;XA_ORDEM;XA_DESCRIC;XA_DESCSPA;XA_DESCENG;XA_PROPRI;XA_AGRUP;XA_TIPO
SA1;5;Posto Inteligente;Posto Inteligente;Posto Inteligente;U;;
