X3_ARQUIVO;X3_ORDEM;X3_CAMPO;X3_TIPO;X3_TAMANHO;X3_DECIMAL;X3_TITULO;X3_TITSPA;X3_TITENG;X3_DESCRIC;X3_DESCSPA;X3_DESCENG;X3_PICTURE;X3_VALID;X3_USADO;X3_RELACAO;X3_F3;X3_NIVEL;X3_RESERV;X3_CHECK;X3_TRIGGER;X3_PROPRI;X3_BROWSE;X3_VISUAL;X3_CONTEXT;X3_OBRIGAT;X3_VLDUSER;X3_CBOX;X3_CBOXSPA;X3_CBOXENG;X3_PICTVAR;X3_WHEN;X3_INIBRW;X3_GRPSXG;X3_FOLDER;X3_PYME;X3_CONDSQL;X3_CHKSQL;X3_IDXSRV;X3_ORTOGRA;X3_IDXFLD;X3_TELA;X3_AGRUP
SA6;83;A6_XRATFCX;C;1;0;Rat.Dif.Cx.;Rat.Dif.Cx.;Rat.Dif.Cx.;Rateio Diferenca Caixa?;Rateio Diferenca Caixa?;Rateio Diferenca Caixa?;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;S=Sim|N=Nao;;;;;;;;;;;;N;N;;
SB1;EL;B1_CODSIMP;C;9;0;Codigo Anp;Codigo Anp;Codigo Anp;Codigo ANP do produto;Codigo  ANP do produto;Codigo  ANP do produto;999999999;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;SZO;1;xxxxxx x;;;U;N;A;R;;;;;;;;;;1;;;;;N;N;;
SB1;E3;B1_XTIPO;C;1;0;Tipo venda;Tipo venda;Tipo venda;Tipo venda;Tipo venda;Tipo venda;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;A;R;;;V=Venda c/ exposicao|S=Venda s/ exposicao;V=Venda c/ exposicao|S=Venda s/ exposicao;V=Venda c/ exposicao|S=Venda s/ exposicao;;;;;1;;;;;N;N;;
SB5;D3;B5_CODANP;C;9;0;Codigo Anp;Codigo Anp;Codigo Anp;Codigo  ANP do produto;Codigo  ANP do produto;Codigo  ANP do produto;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;SZO;0;xxxx x;;;S;N;A;R;;;;;;;;;;9;;;;;N;N;;
SC5;AP;C5_XDOCSD1;C;9;0;NFe Anterior;NFe Anterior;NFe Anterior;NFe Anterior;NFe Anterior;NFe Anterior;;Vazio().Or.( FindFunction('U_UFAT0001') .AND. U_UFAT0001() );x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;SD1ESP;0;xxxx x;;;U;N;A;R;;;;;;;;;;1;;;;;N;N;;
SC5;AQ;C5_XSERSD1;C;3;0;Serie;Serie;Serie;Serie da NFe Anterior;Serie da NFe Anterior;Serie da NFe Anterior;;Vazio().Or.( FindFunction('U_UFAT0001') .AND. U_UFAT0001() );x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;1;;;;;N;N;;
SC7;BX;C7_XCRC;C;6;0;Nr. CRC;Nr. CRC;Nr. CRC;Numero do CRC Carregament;Numero do CRC Carregament;Numero do CRC Carregament;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;V;R;;;;;;;;;;;;;;;N;N;;
SC7;BY;C7_XSTCRC;C;1;0;Status CRC;Status CRC;Status CRC;Status CRC;Status CRC;Status CRC;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;1=INICIADO|2=FINALIZADO;;;;;;;;;;;;N;N;;
SD1;G6;D1_XCRC;C;6;0;Nr Crc;Nr Crc;Nr Crc;Numero do CRC de abasteci;mento;Numero do CRC de abasteci;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;A;R;;;;;;;;;;;;;;;N;N;;
SE1;E7;E1_XDVNNUM;C;1;0;Digito Verif;Digito Verif;Digito Verif;Digito Verificador;Digito Verificador;Digito Verificador;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;A;R;;;;;;;;;;;S;;;;;;;
SE1;EG;E1_XPLACA;C;8;0;Placa;Placa;Placa;Placa do veiculo;Placa do veiculo;Placa do veiculo;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;EF;E1_XMOTOR;C;11;0;Cod Motoris.;Cod Motoris.;Cod Motoris.;Codigo do motorista;Codigo do motorista;Codigo do motorista;@R 999.999.999-99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;E8;E1_XFILIAL;C;4;0;Filial Receb;Filial Receb;Filial Receb;Filial Recebimento;Filial Recebimento;Filial Recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;033;;S;;;;N;N;;
SE1;E9;E1_XPREFIX;C;3;0;Prefixo Rec;Prefixo Rec;Prefixo Rec;Prefixo Recebimento;Prefixo Recebimento;Prefixo Recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;EA;E1_XNUM;C;9;0;Num Receb;Num Receb;Num Receb;Numrero recebimento;Numrero recebimento;Numrero recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;EB;E1_XPARCEL;C;3;0;Parcela Rec;Parcela Rec;Parcela Rec;Parcela recebimento;Parcela recebimento;Parcela recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;EC;E1_XTIPO;C;3;0;Tipo Receb;Tipo Receb;Tipo Receb;Tipo recebimento;Tipo recebimento;Tipo recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE1;ED;E1_XCLIENT;C;6;0;Cliente Rec;Cliente Rec;Cliente Rec;Cliente recebimento;Cliente recebimento;Cliente recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;001;;S;;;;N;N;;
SE1;EE;E1_XLOJA;C;2;0;Loja Rec;Loja Rec;Loja Rec;Loja recebimento;Loja recebimento;Loja recebimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;002;;S;;;;N;N;;
SE1;EH;E1_XCODBAR;C;16;0;Cod Bar Req;Cod Bar Req;Cod Bar Req;Codigo de Barras Requisic;Codigo de Barras Requisic;Codigo de Barras Requisic;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;N;N;;
SE1;EI;E1_XCOND;C;3;0;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;N;N;;
SE1;EJ;E1_XDTFATU;D;8;0;Dt faturamen;Dt faturamen;Dt faturamen;Dt faturamen;Dt faturamen;Dt faturamen;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;N;N;;
SE1;EK;E1_XCODEMI;C;6;0;Emit. Cheque;Emit. Cheque;Emit. Cheque;Emit. Cheque;Emit. Cheque;Emit. Cheque;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;001;;S;;;;N;N;;
SE1;EL;E1_XLOJEMI;C;2;0;Loja Emit CH;Loja Emit CH;Loja Emit CH;Loja Emit CH;Loja Emit CH;Loja Emit CH;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;002;;S;;;;N;N;;
SE1;EM;E1_XCGCEMI;C;14;0;CGC Emitente;CGC Emitente;CGC Emitente;CGC do Emitente;CGC do Emitente;CGC do Emitente;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE4;26;E4_XRETFAT;N;2;0;Dias retroat;Dias retroat;Dias retroat;Dias retroat;Dias retroat;Dias retroat;99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;A;R;;;;;;;;;;;;;;;N;N;;
SE5;9G;E5_XPDV;C;10;0;PDV;PDV;PDV;PDV;PDV;PDV;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;V;R;;;;;;;;;;;S;;;;N;N;;
SE5;9H;E5_XESTAC;C;3;0;Estacao;Estacao;Estacao;Estacao;Estacao;Estacao;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SE5;9I;E5_XHORA;C;5;0;Hora;Hora;Hora;Hora;Hora;Hora;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;S;;;;N;N;;
SEF;62;EF_XPDV;C;10;0;PDV;PDV;PDV;PDV;PDV;PDV;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;S;V;R;;;;;;;;;;;;;;;N;N;;
SEF;63;EF_XCODBAR;C;16;0;Cod. Barras;Cod. Barras;Cod. Barras;Cod. Barras Requisicao;Cod. Barras Requisicao;Cod. Barras Requisicao;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SED;9K;ED_SITUA;C;2;0;Situacao;Situacion;Status;Situacao do Registro;Situacion de Registro;Record Status;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
SED;9L;ED_HREXP;C;8;0;Hora Exp;Hora Exp;Hora Exp;Hora da Exportacao;Hora da Exportacao;Hora da Exportacao;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
SED;9M;ED_MSEXP;C;8;0;Ident.Exp.;Ident.Exp.;Exp. ID;Ident.Exp.Dados;Ident.Exp.Datos;Data Exp. Ident.;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
SF1;C2;F1_XLMC;C;1;0;Cons LMC;Cons LMC;Cons LMC;Cons LMC;Cons LMC;Cons LMC;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;"S";;0;xxxx x;;;U;N;V;R;;;S=Sim|N=Nao;;;;;;;;;;;;N;N;;
SF1;CI;F1_XMOTDEV;C;3;0;Mot Devoluca;Mot Devoluca;Mot Devoluca;Mot Devolucao;Mot Devolucao;Mot Devolucao;@!;ExistCpo('U0F',M->F1_XMOTDEV);x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;U0F;0;xxxx x;;;U;S;A;R;;;;;;;;;;6;;;;;N;N;;
SF1;CJ;F1_XDMOTDV;C;30;0;Desc.Motivo;Desc.Motivo;Desc.Motivo;Descrição Motivo Devoluc.;Descrição Motivo Devoluc.;Descrição Motivo Devoluc.;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;POSICIONE("U0F",1,XFILIAL("U0F")+SF1->F1_XMOTDEV,"U0F_DESCRI");;0;xxxxxx x;;;U;S;V;V;;;;;;;;Posicione("U0F",1,xFilial("U0F")+SF1->F1_XMOTDEV,"U0F_DESCRI");;;;;;;N;N;;
SF2;C4;F2_XNFFATU;C;1;0;Nf de Fatura;Nf de Fatura;Nf de Fatura;Nota Fiscal de Fatura;Nota Fiscal de Fatura;Nota Fiscal de Fatura;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;A;R;;;S=Sim|N=Nao;;;;;;;;;;;;N;N;;
SF2;C5;F2_XMSGADI;M;10;0;Dados adicio;Dados adicio;Dados adicio;Dados adicio;Dados adicio;Dados adicio;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SL1;C3;L1_CGCMOTO;C;16;0;Motorista;RFC;CPF/CNPJ;CPF/CNPJ do Cliente;RFC del Cliente;Customer CPF/CNPJ;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;1;xxxx x;;;;;;;;;;;;;;;;;S;;;N;N;N;;
SL1;C8;L1_NOMMOTO;C;40;0;Nome Motori.;Nome Motori.;Nome Motori.;Nome do Motorista;Nome do Motorista;Nome do Motorista;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;C6;L1_ODOMETR;N;14;2;Odometro(km);Odometro(km);Odometro(km);Valor do Odometro (Km);Valor do Odometro (Km);Valor do Odometro (Km);@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;Positivo();;;;;;;;;;;;;N;N;;
SL1;C4;L1_XTROCCH;N;15;2;Troco CH Tr.;Troco CH Tr.;Troco CH Tr.;Troco com CH Troco;Troco com CH Troco;Troco com CH Troco;@E 999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;C5;L1_XTROCVL;N;15;2;Troco Vale;Troco Vale;Troco Vale;Troco com Vale;Troco com Vale;Troco com Vale;@E 999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;93;L1_PLACA;C;10;0;Placa;Matricula;Plate;Placa do veiculo;Matricula del vehiculo;Numberplate;@!R NNN-9N99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;1;xxxx x;;;;N;;;;;;;;;;;;;S;;;N;N;N;;
SL1;CU;L1_ZERAODO;C;1;0;Reinic Odome;¿Reinic Cuen;Reset Odomet;Reiniciado Odómetro?;¿Reiniciar cuentakilómetr;Reset Odometer?;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;CW;L1_ANTODO;N;14;2;Odomet Ant;Odómetro Ant;Previous Odo;Odómetro Anterior;Odómetro Anterior;Previous Odometer;@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;CS;L1_MEDODO;N;14;2;Média Odómet;Odóm Promed;Odometer Ave;Média do Odómetro;Odómetro Promedio;Odometer Average;@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;CV;L1_XUSAPRO;C;1;0;Promoflex?;Promoflex?;Promoflex?;Promoflex?;Promoflex?;Promoflex?;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;S=Sim|N=Não;S=Sim|N=Não;S=Sim|N=Não;;;;;;;;;;N;N;;
SL1;CW;L1_XCODPRO;C;15;0;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SL1;CX;L1_XCHVPRO;C;32;0;Chave Promof;Chave Promof;Chave Promof;Chaver recebida Promoflex;Chaver recebida Promoflex;Chaver recebida Promoflex;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SL1;CY;L1_XINTPRO;C;1;0;Pos Promof.;Pos Promof.;Pos Promof.;Pos Venda Promoflex;Pos Venda Promoflex;Pos Venda Promoflex;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;S=Sim|N=Não|C=Cancelada;S=Sim|N=Não|C=Cancelada;S=Sim|N=Não|C=Cancelada;;;;;;;;;;N;N;;
SL1;CZ;L1_XDESPRO;N;16;2;Desc. Promof;Desc. Promof;Desc. Promof;Desconto Promoflex;Desconto Promoflex;Desconto Promoflex;@E 9,999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SL2;BN;L2_MIDCOD;C;15;0;Cod Abastec;Cód Suminini;Supply Code;Código de Abastecimento;Código de Suministro;Supply Code;999999999999999;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SL2;BM;L2_MICCOD;C;3;0;Cód Bico Aba;Suminis Bico;Supply Tip C;Código de Bico de Abastec;Código de Punta Suministr;Supply Tip Code;999;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SL2;BM;L2_BICO;C;3;0;Cód. Bico;Cód. Bico;Cód. Bico;Bico Abastecimento;Bico Abastecimento;Bico Abastecimento;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;1;xxxxxx x;;;U;N;A;R;;;;;;;;;;;S;;;N;N;N;;
SL4;64;L4_XCOND;C;3;0;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;Cond. pagto.;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SLG;9C;LG_XLOCAL;C;2;0;Armaz local;Armaz local;Armaz local;Armaz local;Armaz local;Armaz local;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SLI;07;LI_MSG;C;200;0;Mensagem;Mensaje;Message;Mensagem para Monitorar;Mensaje para Monitoreo;Message to Monitor;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;1;xxxx x;;;;S;;;;;;;;;;;;;S;;;S;N;N;;
SLQ;C2;LQ_CGCMOTO;C;16;0;Motorista;RFC;CPF/CNPJ;CPF/CNPJ do Cliente;RFC del Cliente;Customer CPF/CNPJ;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;1;xxxx x;;;;;;;;;;;;;;;;;S;;;N;N;N;;
SLQ;C6;LQ_NOMMOTO;C;40;0;Nome Motori.;Nome Motori.;Nome Motori.;Nome do Motorista;Nome do Motorista;Nome do Motorista;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;C5;LQ_ODOMETR;N;14;2;Odometro(Km);Odometro(Km);Odometro(Km);Valor do Odometro (Km);Valor do Odometro (Km);Valor do Odometro (Km);@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;Positivo();;;;;;;;;;;;;N;N;;
SLQ;C3;LQ_XTROCCH;N;15;2;Troco CH Tr.;Troco CH Tr.;Troco CH Tr.;Troco com CH Troco;Troco com CH Troco;Troco com CH Troco;@E 999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;C4;LQ_XTROCVL;N;15;2;Troco Vale;Troco Vale;Troco Vale;Troco com Vale;Troco com Vale;Troco com Vale;@E 999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;95;LQ_PLACA;C;10;0;Placa;Matricula;Plate;Placa do veiculo;Matricula del vehiculo;Numberplate;@!R NNN-9N99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;1;xxxx x;;;;N;;;;;;;;;;;;;S;;;N;N;N;;
SLQ;CU;LQ_ZERAODO;C;1;0;Reinic Odome;¿Reinic Cuen;Reset Odomet;Reiniciado Odómetro?;¿Reiniciar cuentakilómetr;Reset Odometer?;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;CW;LQ_ANTODO;N;14;2;Odomet Ant;Odómetro Ant;Previous Odo;Odómetro Anterior;Odómetro Anterior;Previous Odometer;@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;CS;LQ_MEDODO;N;14;2;Média Odómet;Odóm Promed;Odometer Ave;Média do Odómetro;Odómetro Promedio;Odometer Average;@E 99,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SLQ;CJ;LQ_XUSAPRO;C;1;0;Promoflex?;Promoflex?;Promoflex?;Promoflex?;Promoflex?;Promoflex?;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;S=Sim|N=Não;S=Sim|N=Não;S=Sim|N=Não;;;;;;;;;;N;N;;
SLQ;CK;LQ_XCODPRO;C;15;0;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;CPF/Voucher;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SLQ;CL;LQ_XCHVPRO;C;32;0;Chave Promof;Chave Promof;Chave Promof;Chaver recebida Promoflex;Chaver recebida Promoflex;Chaver recebida Promoflex;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;;;;;;;;;;;;;N;N;;
SLQ;CM;LQ_XINTPRO;C;1;0;Pos Promof.;Pos Promof.;Pos Promof.;Pos Venda Promoflex;Pos Venda Promoflex;Pos Venda Promoflex;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;V;R;;;S=Sim|N=Não|C=Cancelada;S=Sim|N=Não|C=Cancelada;S=Sim|N=Não|C=Cancelada;;;;;;;;;;N;N;;
SLQ;CN;LQ_XDESPRO;N;16;2;Desc. Promof;Desc. Promof;Desc. Promof;Desconto Promoflex;Desconto Promoflex;Desconto Promoflex;@E 9,999,999,999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SLR;BN;LR_MIDCOD;C;15;0;Cod Abastec;Cód Suminini;Supply Code;Código de Abastecimento;Código de Suministro;Supply Code;999999999999999;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SLR;BM;LR_MICCOD;C;3;0;Cód Bico Aba;Suminis Bico;Supply Tip C;Código de Bico de Abastec;Código de Punta Suministr;Supply Tip Code;999;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;S;N;A;R;;;;;;;;;;;;;;;N;N;;
SLW;04;LW_XNOME;C;40;0;Nome Caixa;Nome Caixa;Nome Caixa;Nome Caixa;Nome Caixa;Nome Caixa;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;S;V;V;;;;;;;;Posicione("SA6",1,xFilial("SA6")+SLW->LW_OPERADO,"A6_NOME");;;;;;;N;N;;
SLW;20;LW_XFLTCX;N;9;2;Sobra/Falta;Sobra/Falta;Sobra/Falta;Sobra/Falta;Sobra/Falta;Sobra/Falta;@E 999,999.99;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;S;V;R;;;;;;;;;;;;;;;N;N;;
SLW;19;LW_XOBS;M;10;0;Observacoes;Observacoes;Observacoes;Observacoes;Observacoes;Observacoes;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;;0;xxxxxx x;;;U;N;A;R;;;;;;;;;;;;;;;N;N;;
SM4;05;M4_SITUA;C;2;0;Situacao;Situacion;Status;Situacao do Registro;Situacion de Registro;Record Status;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
SM4;06;M4_HREXP;C;8;0;Hora Exp;Hora Exp;Hora Exp;Hora da Exportacao;Hora da Exportacao;Hora da Exportacao;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
SM4;07;M4_MSEXP;C;8;0;Ident.Exp.;Ident.Exp.;Exp. ID;Ident.Exp.Dados;Ident.Exp.Datos;Data Exp. Ident.;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;0;xxxx x;;;U;N;V;R;;;;;;;;;;;S;;;;;;;
TQK;01;TQK_FILIAL;C;4;0;Filial;Sucursal;Branch;Filial do Sistema;Sucursal del sistema;Branch of the System;;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;;1;xxxx x;;;;N;;;;;;;;;;;033;;S;;;N;N;N;;
TQK;02;TQK_POSTO;C;6;0;Posto Int.;Gasol. Int.;Int. Station;Posto Interno;Gasol. Interna;Internal Station;@!;ExistCpo('TQF',M->TQK_POSTO);x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;;NGK;1;xxxx x;;S;;S;A;R;;;;;;;;;001;;S;;;N;N;N;;
TQK;03;TQK_LOJA;C;2;0;Loja;Tienda;Store;Codigo da Loja;Codigo de la Tienda;Store Code;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;TQF->(VDISP(TQK->TQK_POSTO,'TQF_LOJA'));;1;xxxx x;;S;;S;A;R;;;;;;;;;002;;S;;;N;N;N;;
TQK;04;TQK_NOME;C;40;0;Nome;Nombre;Name;Nome Reduzido do Posto;Nombre Reducido Gasolin.;Red.St. Name;@S20;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x;TQF->(VDISP(TQK->TQK_POSTO,'TQF_NREDUZ'));;1;xxxx x;;;;S;V;R;;;;;;;;;;;S;;;N;N;N;;
TQK;05;TQK_TQFISC;C;3;0;Tanq Fisico;Tanq Fisico;Tanq Fisico;Tanque Fisico;Tanque Fisico;Tanque Fisico;@!;;x       x       x       x       x       x       x       x       x       x       x       x       x       x       x x;;ZE0;0;xxxx x;;S;U;S;A;R;;ExistCpo("ZE0") .And. U_TRET015B();;;;;;;;;;;;;N;N;;
